#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
8724060265540,-0.7659183145,1.0670671463,0.3819875419,-0.1920327801,0.4895634627,-0.7839089474,0.3300572520
8724093547340,-0.7220041752,1.0478882790,0.4272698760,-0.2363231209,0.4906479761,-0.7472986789,0.3807369572
8724126837840,-0.6757199764,1.0298273563,0.4867984056,-0.2882135411,0.4808091058,-0.7008028981,0.4411698726
8724160134340,-0.6320090294,1.0153976679,0.5581274033,-0.3449475793,0.4576418735,-0.6469480448,0.5030241649
8724193415440,-0.5963724852,1.0066649914,0.6381397843,-0.4038586137,0.4234363559,-0.5846238305,0.5619740648
8724226705340,-0.5712109804,1.0018647909,0.7201322317,-0.4572999531,0.3838013753,-0.5196428359,0.6111829352
8724260000640,-0.5580239892,1.0007185936,0.7995476723,-0.5016836933,0.3416802160,-0.4575589129,0.6497753020
8724293285040,-0.5594310164,1.0027222633,0.8721739054,-0.5394781571,0.2969595649,-0.3954449704,0.6814701829
8724326574440,-0.5628425479,1.0066044331,0.9360859394,-0.5708500970,0.2527810768,-0.3376964709,0.7044096730
8724359862240,-0.5699618459,1.0119560957,0.9876749516,-0.5974348883,0.2103951012,-0.2889542330,0.7178515911
8724393152940,-0.5766128898,1.0188897848,1.0252161026,-0.6215026283,0.1749558422,-0.2517586610,0.7209316978
8724426442940,-0.5794575810,1.0263272524,1.0478919744,-0.6405424852,0.1529765375,-0.2274967056,0.7173205368
8724459730440,-0.5748571157,1.0337024927,1.0543580055,-0.6550069242,0.1453314228,-0.2171143671,0.7090176714
8724493021240,-0.5588231087,1.0454672575,1.0442897081,-0.6656798104,0.1572945113,-0.2264195227,0.6934428790
8724526310940,-0.5380188823,1.0582981110,1.0116180182,-0.6695424349,0.1890674838,-0.2526592922,0.6724059016
8724559598440,-0.5087376237,1.0724424124,0.9665773511,-0.6619218999,0.2412227176,-0.2915021994,0.6470683632
8724592889040,-0.4819453657,1.0847764015,0.9011006355,-0.6388316498,0.3132311876,-0.3407106861,0.6145702358
8724626177540,-0.4635234773,1.0948557854,0.8229559064,-0.6012687280,0.3944375046,-0.3959160872,0.5710914319
8724659467340,-0.4541498125,1.1065410376,0.7403771281,-0.5523126411,0.4733510645,-0.4497702465,0.5182627148
8724692761140,-0.4561430812,1.1175794601,0.6546609998,-0.4942023945,0.5447736861,-0.4957636786,0.4617401858
8724726045940,-0.4721761048,1.1267050505,0.5705003142,-0.4276823500,0.6127887083,-0.5280470006,0.4034156313
8724759335840,-0.4993578792,1.1309455633,0.4932944775,-0.3619567339,0.6696765211,-0.5437570042,0.3533397801
8724792652540,-0.5261701941,1.1357138157,0.4268583655,-0.3040172533,0.7178619683,-0.5470264094,0.3049751000
8724825913840,-0.5556630492,1.1390392780,0.3741577268,-0.2596886617,0.7584184008,-0.5373372748,0.2619770627
8724859203740,-0.5859909654,1.1429330111,0.3364999294,-0.2267324376,0.7926214580,-0.5194198853,0.2248257298
8724892514240,-0.6087107658,1.1497727633,0.3123127222,-0.2073261053,0.8180415867,-0.5014935877,0.1905991341
8724925781840,-0.6201151013,1.1605542898,0.3034560084,-0.2029222089,0.8349665951,-0.4821598502,0.1708076139
8724959072140,-0.6170960665,1.1771013737,0.3077166975,-0.2129471389,0.8477788319,-0.4570665226,0.1643616807
8724992368440,-0.5964370966,1.2047222853,0.3313396275,-0.2394082218,0.8538101868,-0.4294737256,0.1710093191
8725025650840,-0.5706348419,1.2390810251,0.3542271256,-0.2872610598,0.8507753940,-0.3983839029,0.1869560869
8725058940540,-0.5383782983,1.2804399729,0.3866795897,-0.3537341516,0.8372814327,-0.3623340882,0.2062667229
8725092231740,-0.5066257715,1.3267139196,0.4356951118,-0.4287837967,0.8130785054,-0.3241857459,0.2234981027
8725125518840,-0.4789634943,1.3738397360,0.4964662492,-0.5092284368,0.7773046614,-0.2816083855,0.2391246113
8725158807740,-0.4576461911,1.4180858135,0.5658159852,-0.5925961621,0.7270793777,-0.2370984956,0.2529222619
8725192097040,-0.4456790090,1.4553769827,0.6390097737,-0.6702059721,0.6685571289,-0.1939917394,0.2573373767
8725225387340,-0.4497754872,1.4797421694,0.7093412280,-0.7371574146,0.6075606535,-0.1533276187,0.2529024312
8725258676640,-0.4514604509,1.4956555367,0.7802402973,-0.7961404091,0.5411951980,-0.1189706440,0.2431341041
8725291964840,-0.4544059932,1.5059760809,0.8410345912,-0.8454304623,0.4740345900,-0.0912714940,0.2284908211
8725325255240,-0.4620492160,1.5032026768,0.8932369351,-0.8848437454,0.4101387164,-0.0664494096,0.2107658783
8725358544940,-0.4690096080,1.4960004091,0.9337000251,-0.9129953304,0.3573873076,-0.0461057539,0.1912801571
8725391834940,-0.4751278162,1.4896013737,0.9626259208,-0.9338382257,0.3142200036,-0.0332903817,0.1676416059
8725425127240,-0.4801738858,1.4846664667,0.9780442715,-0.9477950819,0.2840388980,-0.0223840379,0.1431968642
8725458411640,-0.4832899570,1.4829630852,0.9794865251,-0.9532830851,0.2753009835,-0.0117048874,0.1237890291
8725491703340,-0.4841746986,1.4861842394,0.9692268968,-0.9499418567,0.2933884509,-0.0024619309,0.1073667761
8725524996540,-0.4848633111,1.4938644171,0.9436768889,-0.9369410188,0.3386713615,0.0036803670,0.0861956563
8725558279840,-0.4861394167,1.5038115978,0.9016677737,-0.9137488743,0.4013860025,0.0084583513,0.0622954896
8725591570340,-0.4849930108,1.5117307901,0.8474486470,-0.8795187618,0.4735281820,0.0123754976,0.0454384810
8725624865840,-0.4824392200,1.5149047375,0.7832025886,-0.8341375502,0.5501129570,0.0187885238,0.0351748947
8725658148140,-0.4820422232,1.5110268593,0.7146487832,-0.7772450656,0.6280368736,0.0282386121,0.0257366307
8725691438440,-0.4853907526,1.5037132502,0.6431442499,-0.7114733950,0.7017446654,0.0336079108,0.0151835771
8725724734740,-0.4854501784,1.4827111959,0.5701217651,-0.6394630058,0.7671312074,0.0500379986,0.0096422797
8725758025240,-0.4826864004,1.4514983892,0.5002752542,-0.5623765076,0.8237989669,0.0712159510,0.0040266747
8725791306840,-0.4823923707,1.4167613983,0.4370095432,-0.4878027332,0.8679555463,0.0932760069,0.0011178956
8725824595140,-0.4795631170,1.3796846867,0.3817653656,-0.4222497426,0.8989758031,0.1163923234,-0.0006980780
8725857901840,-0.4767417908,1.3429412842,0.3363736868,-0.3680933564,0.9196748955,0.1367379520,-0.0028460488
8725891173940,-0.4746917784,1.3097913265,0.3010435402,-0.3255759503,0.9325674845,0.1559027893,-0.0035366400
8725924463040,-0.4749565423,1.2775224447,0.2980280817,-0.2905696563,0.9401221652,0.1779241371,-0.0090879461
8725957753640,-0.4754219055,1.2608977556,0.2907561660,-0.2675337300,0.9429723535,0.1975572563,-0.0141412252
8725991043140,-0.4833364189,1.2664914131,0.2941041291,-0.2636534374,0.9399648071,0.2158666037,-0.0188317772
8726024331440,-0.4965592325,1.2771517038,0.3173138201,-0.2841305790,0.9302585529,0.2304523541,-0.0279383468
8726057621840,-0.5180591345,1.2966060638,0.3415908813,-0.3262202723,0.9135663463,0.2388079154,-0.0441321244
8726090912040,-0.5462686419,1.3236501217,0.3793697953,-0.3823058742,0.8893776162,0.2420845973,-0.0651515322
8726124199440,-0.5784513950,1.3546677828,0.4310869575,-0.4487457513,0.8558636789,0.2408370194,-0.0901229370
8726157492940,-0.6067885756,1.3827834129,0.5004597306,-0.5221328717,0.8128675194,0.2300492964,-0.1170511912
8726190778540,-0.6345793009,1.4087064266,0.5730420947,-0.5948166769,0.7608899375,0.2143385680,-0.1459404062
8726224126040,-0.6569087505,1.4273196459,0.6518303156,-0.6622387128,0.7018590524,0.1956857281,-0.1747594166
8726257363040,-0.6733733416,1.4379258156,0.7329291105,-0.7208560468,0.6395145444,0.1787016035,-0.1986289108
8726290646140,-0.6830545068,1.4409455061,0.8131114244,-0.7724475615,0.5736580905,0.1661557502,-0.2159477404
8726323936540,-0.6874181032,1.4362984896,0.8885691166,-0.8175074226,0.5048303233,0.1510703333,-0.2323912933
8726357232040,-0.6876753569,1.4266300201,0.9571050406,-0.8539900329,0.4361831912,0.1324803759,-0.2507871555
8726390514440,-0.6817467809,1.4084562063,1.0132617950,-0.8823469545,0.3690597574,0.1114252093,-0.2698947388
8726423804940,-0.6749790907,1.3923959732,1.0625398159,-0.9047727814,0.3024237331,0.0920720659,-0.2853924218
8726457101540,-0.6664899588,1.3770742416,1.0998857021,-0.9200107086,0.2449446371,0.0779556452,-0.2958130122
8726490382640,-0.6582663059,1.3650203943,1.1237292290,-0.9276599780,0.2060123659,0.0697813473,-0.3035398390
8726523672840,-0.6521907449,1.3595879078,1.1330405474,-0.9300003741,0.1833827067,0.0674713857,-0.3113160761
8726556961840,-0.6503590941,1.3611822128,1.1273913383,-0.9290844701,0.1793452781,0.0733957506,-0.3150402871
8726590251840,-0.6523281932,1.3713104725,1.1064924002,-0.9252848616,0.1938706808,0.0870833936,-0.3141314480
8726623541440,-0.6593807936,1.3896024227,1.0712629557,-0.9177556855,0.2222945599,0.1062128426,-0.3114939205
8726656829240,-0.6696101427,1.4146444798,1.0231988430,-0.9030475495,0.2716187680,0.1302633205,-0.3062022787
8726690120140,-0.6793197989,1.4408760071,0.9605919123,-0.8733622838,0.3522013349,0.1584984328,-0.2967672283
8726723409740,-0.6853365302,1.4643076658,0.8846027255,-0.8245477486,0.4484047190,0.1946809545,-0.2848746115
8726756697740,-0.6845208406,1.4803737402,0.7988044620,-0.7651393117,0.5419180779,0.2261534991,-0.2640856402
8726789988340,-0.6746191978,1.4891216755,0.7086027265,-0.6986326562,0.6241877068,0.2570529575,-0.2371200021
8726823277340,-0.6546387076,1.4859467745,0.6182794571,-0.6186678673,0.7013612012,0.2881038928,-0.2057636567
8726856565540,-0.6223579049,1.4733952284,0.5347262621,-0.5391090309,0.7643000792,0.3083958510,-0.1734901750
8726889859840,-0.5922870040,1.4530708790,0.4631711245,-0.4626965776,0.8100608510,0.3298876552,-0.1445248411
8726923145640,-0.5662400723,1.4315383434,0.4054698944,-0.3906065039,0.8417157724,0.3509083818,-0.1257156521
8726956434640,-0.5438063145,1.4139009714,0.3654688299,-0.3453444276,0.8550117695,0.3689325786,-0.1165369164
8726989733940,-0.5311471224,1.4058856964,0.3420236409,-0.3231097891,0.8556983036,0.3867684406,-0.1174336016
8727023012740,-0.5300415158,1.4068692923,0.3342742026,-0.3184052136,0.8538239074,0.3920357260,-0.1261381965
8727056303540,-0.5405225158,1.4188954830,0.3416879475,-0.3290679886,0.8506531290,0.3857449100,-0.1389401933
8727089619640,-0.5543476939,1.4514174461,0.3742231429,-0.3580991377,0.8423945915,0.3714338283,-0.1554775577
8727122880840,-0.5862410665,1.4852101803,0.4045446813,-0.4096193169,0.8243351884,0.3510028894,-0.1716988175
8727156170940,-0.6151602268,1.5291522741,0.4444138110,-0.4802071159,0.7930532598,0.3246236946,-0.1873155354
8727189491440,-0.6340870857,1.5767220259,0.4904578924,-0.5500154798,0.7558821633,0.2951139054,-0.1975674822
8727222749040,-0.6478675604,1.6207956076,0.5400379896,-0.6109548224,0.7184559718,0.2659859663,-0.1995161329
8727256038940,-0.6554034352,1.6613614559,0.5896573067,-0.6646422841,0.6810361828,0.2374628753,-0.1950685385
8727289329040,-0.6568329334,1.6981084347,0.6374565363,-0.7068219632,0.6491683585,0.2114004150,-0.1851837447
8727322617640,-0.6397767663,1.7339500189,0.6804232597,-0.7450309152,0.6187214053,0.1815971673,-0.1706904415
8727355907440,-0.6291689277,1.7649055719,0.7185970545,-0.7767992069,0.5913800635,0.1546901325,-0.1514053354
8727389195940,-0.6115977764,1.7932118177,0.7484548688,-0.8016946185,0.5703977254,0.1273753026,-0.1253303865
8727422486840,-0.5845111609,1.8177943230,0.7711181641,-0.8205624585,0.5558194956,0.0956677991,-0.0926801610
8727455774340,-0.5546661019,1.8379744291,0.7878599763,-0.8357136917,0.5433669732,0.0616229219,-0.0503743332
8727489063540,-0.5194538832,1.8519796133,0.7961726785,-0.8446305591,0.5347397075,0.0255201838,-0.0011764818
8727522354040,-0.4795759618,1.8584269285,0.7969558239,-0.8425761110,0.5355875648,-0.0159731195,0.0543720254
8727555643840,-0.4359617829,1.8560336828,0.7895689607,-0.8280903708,0.5455594273,-0.0599656584,0.1141725400
8727588932040,-0.3915333748,1.8424561024,0.7763733268,-0.8044330258,0.5572952476,-0.1113969504,0.1729168398
8727622225740,-0.3514344990,1.8148800135,0.7570482492,-0.7692417260,0.5706556259,-0.1693536139,0.2322470174
8727655511940,-0.3183122277,1.7762429714,0.7344373465,-0.7245546711,0.5835613714,-0.2302781981,0.2853920214
8727688801840,-0.2925055623,1.7297613621,0.7127789855,-0.6830322980,0.5810779625,-0.2883395700,0.3356718245
8727722096640,-0.2761560380,1.6752166748,0.6942292452,-0.6386548548,0.5761018099,-0.3358279294,0.3839873474
8727755378640,-0.2699758410,1.6155569553,0.6809017658,-0.5975983623,0.5646723996,-0.3741763758,0.4289677358
8727788670040,-0.2679846883,1.5545189381,0.6767865419,-0.5644258712,0.5415927629,-0.4063238696,0.4722304819
8727821962640,-0.2782542109,1.4936466217,0.6744248867,-0.5311584171,0.5118549176,-0.4353638044,0.5160752242
8727855246740,-0.3034215569,1.4287306070,0.6709372997,-0.4938108898,0.4772460449,-0.4650756415,0.5586516494
8727888537340,-0.3375956118,1.3668311834,0.6718661189,-0.4553800301,0.4366865541,-0.4964817520,0.5961876816
8727921832940,-0.3825740218,1.3106379509,0.6751258969,-0.4195538194,0.3910590737,-0.5238178411,0.6298112915
8727955114840,-0.4357167482,1.2616024017,0.6800026298,-0.3854518145,0.3403528552,-0.5470096938,0.6605809773
8727988405240,-0.4954101741,1.2205890417,0.6861808896,-0.3519662941,0.2861379461,-0.5641411701,0.6899199546
8728021695140,-0.5594378710,1.1788971424,0.6873927712,-0.3191505456,0.2320882522,-0.5750832170,0.7166290993
8728055001840,-0.6252305508,1.1494971514,0.6907706857,-0.2870301344,0.1800175631,-0.5803008155,0.7405797340
8728088273440,-0.6962448359,1.1332048178,0.6948161721,-0.2522082592,0.1344448011,-0.5812039294,0.7619170440
8728121561740,-0.7662332058,1.1162621975,0.6927394271,-0.2130234185,0.0941248437,-0.5815318670,0.7794756088
8728154859540,-0.8388189077,1.1106768847,0.6910451651,-0.1703639860,0.0597536951,-0.5831076877,0.7920801934
8728188140740,-0.9105839729,1.1154031754,0.6916812658,-0.1245522079,0.0307990804,-0.5848933235,0.8008982234
8728221430440,-0.9810776711,1.1235916615,0.6904000044,-0.0803836923,0.0021758146,-0.5857958546,0.8064595120
8728254720840,-1.0436741114,1.1350111961,0.6863589287,-0.0362709140,-0.0250346744,-0.5887811990,0.8070900728
8728288010040,-1.1139053106,1.1509979963,0.6829103231,0.0131603078,-0.0543040257,-0.5900511111,0.8054300500
8728321297940,-1.1677516699,1.1770011187,0.6816576123,0.0613565289,-0.0867471536,-0.5856490069,0.8035704999
8728354591340,-1.2162296772,1.2055845261,0.6769898534,0.1055009021,-0.1229679457,-0.5809063063,0.7976818334
8728387879140,-1.2608948946,1.2398097515,0.6703010798,0.1453405981,-0.1628414446,-0.5785639544,0.7858896393
8728421166140,-1.3063200712,1.2798529863,0.6633295417,0.1853111418,-0.2041225305,-0.5725742813,0.7721091022
8728454462840,-1.3421503305,1.3250628710,0.6576424837,0.2291664431,-0.2439072088,-0.5609409455,0.7571903793
8728487745340,-1.3726810217,1.3755581379,0.6529332399,0.2730730951,-0.2820088144,-0.5460856319,0.7400625622
8728521073940,-1.3921622038,1.4278638363,0.6493000984,0.3165409338,-0.3174652528,-0.5280120590,0.7212634165
8728554330140,-1.4019815922,1.4813623428,0.6465386748,0.3590251594,-0.3483118808,-0.5089204015,0.7005567739
8728587613340,-1.4061814547,1.5367451906,0.6450776458,0.3993168265,-0.3762199682,-0.4882020398,0.6787218694
8728620903740,-1.3997697830,1.5912427902,0.6438905597,0.4351653397,-0.4016601090,-0.4667191739,0.6568664222
8728654200940,-1.3899244070,1.6465206146,0.6427887082,0.4671318258,-0.4247420182,-0.4472406245,0.6335281360
8728687481340,-1.3763880730,1.7043850422,0.6415339708,0.4985514534,-0.4445649674,-0.4265592995,0.6097996409
8728720771440,-1.3598275185,1.7622267008,0.6407008767,0.5306863517,-0.4633313482,-0.4021368420,0.5847922864
8728754060940,-1.3352087736,1.8153582811,0.6389665604,0.5613287303,-0.4831127111,-0.3789065325,0.5549252243
8728787349640,-1.3059806824,1.8648275137,0.6362258196,0.5881126584,-0.5043671183,-0.3549932874,0.5231797749
8728820639640,-1.2732568979,1.9117528200,0.6319323778,0.6084109316,-0.5270060103,-0.3306445057,0.4927220457
8728853929340,-1.2373057604,1.9544699192,0.6272833943,0.6256089546,-0.5471992861,-0.3094037046,0.4620126890
8728887218640,-1.1994966269,1.9931943417,0.6230285764,0.6418000552,-0.5630530200,-0.2884225589,0.4334471288
8728920508940,-1.1604280472,2.0279672146,0.6187515259,0.6564053472,-0.5750326668,-0.2674565685,0.4085785558
8728953796440,-1.1209145784,2.0595636368,0.6150020957,0.6715783079,-0.5836196792,-0.2469048205,0.3839383494
8728987087140,-1.0798717737,2.0880126953,0.6103109121,0.6859464311,-0.5916703651,-0.2250456551,0.3588288252
8729020376440,-1.0389653444,2.1099917889,0.6041816473,0.6962202648,-0.6014237284,-0.2024627287,0.3355230026
8729053664640,-0.9984084964,2.1271855831,0.5967362523,0.7020658508,-0.6142639218,-0.1791039767,0.3125782158
8729086957740,-0.9588123560,2.1403439045,0.5886108875,0.7059281844,-0.6268114848,-0.1538544696,0.2917217223
8729120244940,-0.9203566909,2.1501054764,0.5800075531,0.7083033551,-0.6377462413,-0.1289831482,0.2737689472
8729153532540,-0.8828646541,2.1573009491,0.5711370707,0.7102827482,-0.6465665799,-0.1074385486,0.2567236525
8729186828840,-0.8479943275,2.1605358124,0.5625064969,0.7105298609,-0.6549459073,-0.0926744711,0.2400096198
8729220111540,-0.8138641119,2.1603415012,0.5533382893,0.7077535355,-0.6642143096,-0.0814691480,0.2264223087
8729253401840,-0.7803665996,2.1583330631,0.5448482633,0.7053514131,-0.6718636162,-0.0690236763,0.2152078005
8729286704340,-0.7482810020,2.1535520554,0.5373950005,0.7033032216,-0.6776521264,-0.0565959021,0.2072415932
8729319980240,-0.7177907825,2.1467466354,0.5310176015,0.7030337072,-0.6806608647,-0.0443829163,0.2011828782
8729353270140,-0.6890162230,2.1368930340,0.5265032649,0.7031079949,-0.6832176870,-0.0376089243,0.1934898149
8729386564840,-0.6630591750,2.1232631207,0.5216020346,0.6984484559,-0.6901336082,-0.0391568789,0.1853431848
8729419847440,-0.6442332864,2.1058108807,0.5201275945,0.6891116225,-0.6999135334,-0.0429491793,0.1827610062
8729453137640,-0.6226723790,2.0878374577,0.5173543692,0.6824436464,-0.7062202957,-0.0460645237,0.1827611093
8729486467140,-0.6024664640,2.0693728924,0.5163793564,0.6813962003,-0.7076261166,-0.0501818139,0.1801285176
8729519715940,-0.5837212205,2.0500588417,0.5162026882,0.6835727732,-0.7067754886,-0.0529681103,0.1743302949
8729553006240,-0.5668055415,2.0300271511,0.5158026814,0.6854693866,-0.7065044022,-0.0533086507,0.1677540982
8729586295940,-0.5531466007,2.0074355602,0.5148470998,0.6861785576,-0.7068603558,-0.0494629400,0.1645017994
8729619584640,-0.5423427224,1.9831366539,0.5132082701,0.6853936249,-0.7083299689,-0.0436402369,0.1630943402
8729652874440,-0.5342955589,1.9564638138,0.5112223029,0.6826062857,-0.7114615502,-0.0374270234,0.1626970782
8729686162640,-0.5276160836,1.9274723530,0.5099077821,0.6786739630,-0.7150358947,-0.0313117346,0.1647570831
8729719454040,-0.5243641138,1.8965910673,0.5107647181,0.6772997768,-0.7157698054,-0.0263776771,0.1680559911
8729752741940,-0.5214572549,1.8649904728,0.5120100975,0.6798009937,-0.7125310936,-0.0251087080,0.1718708887
8729786030940,-0.5208541751,1.8317191601,0.5137509704,0.6840209782,-0.7072410995,-0.0246319150,0.1769706114
8729819323940,-0.5201759934,1.7965958118,0.5158364177,0.6884206267,-0.7014555660,-0.0228337916,0.1830730665
8729852610440,-0.5191890001,1.7600092888,0.5158363581,0.6925809692,-0.6957888910,-0.0195539474,0.1892803829
8729885898740,-0.5185912848,1.7221707106,0.5175025463,0.6954486496,-0.6917033321,-0.0156691617,0.1940416282
8729919195340,-0.5194686651,1.6840707064,0.5207775831,0.6974561449,-0.6882609964,-0.0141547576,0.1991265164
8729952478840,-0.5191890001,1.6462410688,0.5237414241,0.6986125581,-0.6863393659,-0.0138920012,0.2017071658
8729985768740,-0.5193415284,1.6081719398,0.5263091326,0.6951449291,-0.6899508613,-0.0138893598,0.2013663883
8730019062940,-0.5204641819,1.5693507195,0.5284011364,0.6859041083,-0.6981923204,-0.0137479819,0.2046314517
8730052345940,-0.5234510303,1.5313404799,0.5302631259,0.6782417245,-0.7029333657,-0.0068779834,0.2140690072
8730085637040,-0.5270581841,1.4952989817,0.5324276090,0.6742495279,-0.7027423361,-0.0031577363,0.2270039909
8730118931340,-0.5279300213,1.4610459805,0.5343666673,0.6716591208,-0.7015802926,-0.0112871556,0.2377639978
8730152214340,-0.5286434293,1.4275170565,0.5352080464,0.6703453014,-0.6983999558,-0.0159358642,0.2502413373
8730185503840,-0.5279368758,1.3937739134,0.5349195004,0.6686621611,-0.6945860081,-0.0182887326,0.2647767249
8730218793240,-0.5256595016,1.3599909544,0.5336977839,0.6666640993,-0.6915880191,-0.0196721565,0.2772688169
8730252082240,-0.5230434537,1.3264751434,0.5318377018,0.6622603795,-0.6906253940,-0.0173962722,0.2900777908
8730285372740,-0.5193871260,1.2921807766,0.5292347074,0.6529452920,-0.6937281616,-0.0122668317,0.3037321325
8730318662940,-0.5151678920,1.2591581345,0.5272444487,0.6425404001,-0.6978818827,-0.0109085497,0.3162020171
8730351972440,-0.5115345120,1.2277461290,0.5270476341,0.6311163573,-0.7016732327,-0.0089789103,0.3305543787
8730385240540,-0.5066374540,1.1971325874,0.5258638859,0.6215299238,-0.7032062861,-0.0079787698,0.3451634573
8730418531340,-0.5001773238,1.1687829494,0.5254366994,0.6155819074,-0.7022958740,-0.0086954699,0.3574406375
8730451833740,-0.4913159609,1.1415506601,0.5258122683,0.6124900107,-0.7017653044,-0.0164373821,0.3634711224
8730485107640,-0.4818142354,1.1132360697,0.5251704454,0.6083932830,-0.6999084025,-0.0267453051,0.3731896702
8730518397140,-0.4720342755,1.0832936764,0.5239948034,0.5985248816,-0.7017290643,-0.0309715303,0.3852078019
8730551690240,-0.4620969296,1.0536921024,0.5227044821,0.5867108413,-0.7041486750,-0.0376007985,0.3981597823
8730584977640,-0.4526533186,1.0225732327,0.5235554576,0.5723135287,-0.7090826998,-0.0477211087,0.4091230201
8730618265240,-0.4412370324,0.9922894835,0.5247073174,0.5589620084,-0.7150547010,-0.0594367754,0.4156025957
