#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
8730651561340,-0.4292206764,0.9653865099,0.5256415606,0.5524132135,-0.7164177147,-0.0726505801,0.4198895008
8730684847440,-0.4176235497,0.9427491426,0.5270916224,0.5531908119,-0.7130109469,-0.0850060707,0.4223378779
8730718133240,-0.4059144557,0.9210200906,0.5272028446,0.5563659453,-0.7075555051,-0.0973863117,0.4246622756
8730751429840,-0.3950277269,0.8981071115,0.5271995664,0.5574754505,-0.7034409082,-0.1081119185,0.4274386785
8730784716640,-0.3852433562,0.8754625320,0.5256923437,0.5561835003,-0.7005545287,-0.1198549160,0.4307180812
8730818036340,-0.3746392727,0.8534238935,0.5248085260,0.5542315664,-0.6983375923,-0.1281970102,0.4344162803
8730851297140,-0.3639653325,0.8315628171,0.5249273777,0.5538249802,-0.6957393971,-0.1329703681,0.4376567877
8730884580440,-0.3534911871,0.8117311001,0.5276641250,0.5578638161,-0.6909005452,-0.1332316362,0.4401064990
8730917870640,-0.3424068093,0.7919458151,0.5320071578,0.5660693257,-0.6848381884,-0.1292627365,0.4402877685
8730951160940,-0.3300263882,0.7709288001,0.5361453891,0.5744579010,-0.6783616041,-0.1259704437,0.4404033395
8730984447940,-0.3162637353,0.7496407628,0.5390124917,0.5808300553,-0.6728202215,-0.1268613247,0.4402903596
8731017738740,-0.3011347353,0.7293222547,0.5412916541,0.5881469600,-0.6691131313,-0.1257105417,0.4365405258
8731051029040,-0.2843666077,0.7100183368,0.5415349603,0.5952913206,-0.6688302206,-0.1198156112,0.4288806349
8731084316540,-0.2653608024,0.6921693683,0.5407623649,0.6027144275,-0.6702692004,-0.1160449923,0.4171427545
8731117607140,-0.2444128394,0.6772675514,0.5392705202,0.6104392506,-0.6738081682,-0.1138282287,0.4004867141
8731150895140,-0.2212112993,0.6663975716,0.5383509994,0.6186518904,-0.6772368751,-0.1167281053,0.3807815687
8731184187540,-0.1967955083,0.6580702662,0.5390053988,0.6307826457,-0.6800133987,-0.1217364634,0.3533769446
8731217475540,-0.1714576483,0.6511674523,0.5400299430,0.6451915548,-0.6805067707,-0.1253853896,0.3239087783
8731250763640,-0.1478668004,0.6452629566,0.5406998992,0.6600536805,-0.6759659155,-0.1311749389,0.3003204213
8731284056640,-0.1267408133,0.6404683590,0.5367535353,0.6766853593,-0.6668495801,-0.1353936128,0.2812065641
8731317342740,-0.1084778234,0.6338022947,0.5316270590,0.6926337683,-0.6546154246,-0.1412432561,0.2679318037
8731350631440,-0.0939263552,0.6239521503,0.5227427483,0.7063326325,-0.6413787140,-0.1463588817,0.2613553812
8731383927640,-0.0828023702,0.6103280783,0.5080932975,0.7145224884,-0.6318718260,-0.1469453141,0.2619211403
8731417211240,-0.0758904666,0.5920538902,0.4882992208,0.7163420459,-0.6280074911,-0.1447782871,0.2673946746
8731450499740,-0.0676025823,0.5670918226,0.4634256661,0.7118146575,-0.6323918309,-0.1451968908,0.2689206732
8731483795640,-0.0606553853,0.5401921868,0.4377919734,0.7001861973,-0.6466816108,-0.1568484465,0.2587291018
8731517083240,-0.0502586626,0.5035690069,0.4123701453,0.6847887101,-0.6652793348,-0.1691600248,0.2446481458
8731550371940,-0.0379129723,0.4627073109,0.3884735107,0.6687286723,-0.6826769332,-0.1819723297,0.2316036245
8731583664140,-0.0239604972,0.4214082658,0.3675135374,0.6569169921,-0.6946923869,-0.1965822596,0.2172969585
8731616946940,-0.0099889738,0.3794817030,0.3502435386,0.6502020108,-0.7032832828,-0.2038809280,0.2026389312
8731650236640,0.0025798792,0.3378885388,0.3373152018,0.6483912585,-0.7066131308,-0.2113031738,0.1887793103
8731683525240,0.0127839437,0.2958932221,0.3253509104,0.6490548104,-0.7095551328,-0.2087230038,0.1780282963
8731716814440,0.0203854293,0.2541219294,0.3132160008,0.6484393617,-0.7146771643,-0.1983616958,0.1715097158
8731750104940,0.0227308050,0.2101227790,0.3010055125,0.6467672725,-0.7201658575,-0.1857411134,0.1689777255
8731783421540,0.0238817949,0.1721775532,0.2877867818,0.6473168362,-0.7231046146,-0.1746846338,0.1660900617
8731816682740,0.0238408484,0.1350572407,0.2727204263,0.6438553186,-0.7305328083,-0.1615000628,0.1602806114
8731849973440,0.0207556468,0.0977557153,0.2570383251,0.6357951700,-0.7421578694,-0.1493838117,0.1505014137
8731883262940,0.0175426379,0.0662774295,0.2391243428,0.6258457641,-0.7544701981,-0.1423582823,0.1372075769
8731916552940,0.0142366150,0.0413135551,0.2202755213,0.6180727132,-0.7640634484,-0.1390859391,0.1218534757
8731949841240,0.0107334070,0.0230357815,0.2007645071,0.6146188672,-0.7686577062,-0.1391502252,0.1097551530
8731983129940,0.0071168127,0.0130129317,0.1817312688,0.6143865982,-0.7705839622,-0.1344407008,0.1032238495
8732016424640,0.0045907204,0.0048144031,0.1610213667,0.6168444585,-0.7703070431,-0.1293592567,0.0969337720
8732049708040,0.0009407492,-0.0007801133,0.1408651024,0.6213308938,-0.7678178859,-0.1269494695,0.0910354148
8732082997840,-0.0033591960,-0.0053888327,0.1204848811,0.6231677196,-0.7675161086,-0.1211804351,0.0888612307
8732116294140,-0.0086413585,-0.0074820989,0.1012890339,0.6229306426,-0.7689287621,-0.1123422378,0.0899177114
8732149577740,-0.0138456700,-0.0066612340,0.0842679068,0.6233721706,-0.7693437010,-0.1063734546,0.0905654168
8732182865740,-0.0179290399,-0.0026749037,0.0695038438,0.6259070216,-0.7676472151,-0.1029883033,0.0913868858
8732216162140,-0.0226533059,0.0005134713,0.0589708090,0.6287756086,-0.7655609993,-0.1015338843,0.0908210369
8732249445640,-0.0251615588,0.0028517961,0.0489065237,0.6294376936,-0.7648583159,-0.1057915032,0.0872244474
8732282735640,-0.0268545095,0.0046188142,0.0415430889,0.6280410713,-0.7658511189,-0.1089911729,0.0846014223
8732316048840,-0.0286317095,0.0063531091,0.0367436446,0.6269651888,-0.7670561365,-0.1050283651,0.0866520512
8732349313040,-0.0288663991,0.0094845006,0.0341187380,0.6299400928,-0.7646948103,-0.1010058150,0.0906374753
8732382603940,-0.0309538003,0.0128920591,0.0343619399,0.6373129206,-0.7582242750,-0.1001553268,0.0943244431
8732415891340,-0.0321614146,0.0183901954,0.0348258317,0.6472096058,-0.7486217769,-0.1064575475,0.0967054906
8732449180840,-0.0355342515,0.0223017838,0.0349721834,0.6566901051,-0.7390885177,-0.1154116663,0.0958457939
8732482470940,-0.0380653590,0.0227101073,0.0324670337,0.6609422180,-0.7353434731,-0.1169508553,0.0935299864
8732515762040,-0.0398501493,0.0195849519,0.0289116595,0.6593249043,-0.7384123358,-0.1092785159,0.0899783244
8732549048740,-0.0391608104,0.0176720265,0.0252383277,0.6569012106,-0.7418850325,-0.1042035771,0.0850236005
8732582339540,-0.0380035155,0.0164677035,0.0227440689,0.6559428591,-0.7429850123,-0.1056680682,0.0809104221
8732615630140,-0.0367564149,0.0157374926,0.0221191905,0.6601034331,-0.7395520726,-0.1072056282,0.0763750142
8732648939740,-0.0349139571,0.0144403307,0.0222157370,0.6671128684,-0.7343866026,-0.1024536835,0.0716936643
8732682207840,-0.0319459066,0.0131014762,0.0221133921,0.6740976839,-0.7293873669,-0.0950983716,0.0673994166
8732715495940,-0.0299383942,0.0110326288,0.0217074249,0.6812749431,-0.7241983335,-0.0863137087,0.0628583275
8732748808140,-0.0257884450,0.0112067694,0.0217850786,0.6876083479,-0.7192568640,-0.0806588589,0.0579523247
8732782075140,-0.0218806565,0.0110967793,0.0218530949,0.6919923342,-0.7160066877,-0.0748452237,0.0536584103
8732815363840,-0.0184590351,0.0102603994,0.0221430361,0.6968041849,-0.7122814240,-0.0679860075,0.0499700279
8732848660140,-0.0157551039,0.0093513001,0.0221672300,0.7012255624,-0.7087338997,-0.0617725276,0.0465094064
8732881943540,-0.0139441937,0.0092345197,0.0220253430,0.7049207123,-0.7054495843,-0.0586874264,0.0445360469
8732915232540,-0.0140971616,0.0095148431,0.0241611879,0.7083720253,-0.7022925306,-0.0548118701,0.0446086767
8732948528240,-0.0139620490,0.0100826202,0.0242072269,0.7130881081,-0.6979482896,-0.0503586242,0.0428665847
8732981813140,-0.0138652474,0.0101252785,0.0241688192,0.7151036133,-0.6963537806,-0.0454429715,0.0406592034
8733015100240,-0.0126672210,0.0095719071,0.0236390512,0.7169844064,-0.6949479745,-0.0385992689,0.0386104932
8733048396740,-0.0122159459,0.0100026708,0.0237088818,0.7184060917,-0.6937869293,-0.0333536309,0.0379462695
8733081679240,-0.0113096712,0.0114174923,0.0236354489,0.7179077514,-0.6940372844,-0.0328573643,0.0429080629
8733114969240,-0.0120906457,0.0118062710,0.0232964158,0.7145596722,-0.6970706562,-0.0312315728,0.0502151771
8733148257740,-0.0142190838,0.0113080982,0.0244997758,0.7110974583,-0.7009630001,-0.0252304554,0.0485252649
8733181547140,-0.0138389124,0.0118207019,0.0241193995,0.7066755903,-0.7055469763,-0.0208299030,0.0487769359
8733214837740,-0.0135049121,0.0126180984,0.0240738448,0.7039801084,-0.7085054124,-0.0181075321,0.0458716130
8733248127940,-0.0125508634,0.0146916481,0.0243610013,0.7050220376,-0.7078287607,-0.0209759567,0.0385017060
8733281415340,-0.0130166579,0.0165210273,0.0245929155,0.7040412148,-0.7087102252,-0.0252841571,0.0376363643
8733314705640,-0.0142431688,0.0177629478,0.0246747565,0.7032394695,-0.7092604325,-0.0276823907,0.0404669327
8733347996040,-0.0150449183,0.0183729585,0.0247960743,0.7027887423,-0.7094525413,-0.0307783789,0.0426352752
8733381283340,-0.0130894240,0.0198188014,0.0243954454,0.7047921119,-0.7072594461,-0.0343315922,0.0432839077
8733414574140,-0.0136571750,0.0194709599,0.0249396525,0.7087706331,-0.7026087646,-0.0424198620,0.0467511378
8733447865740,-0.0128360335,0.0199194215,0.0248015672,0.7154507742,-0.6946593643,-0.0535772034,0.0520388374
8733481154840,-0.0123470714,0.0200179294,0.0245537832,0.7237335198,-0.6845640308,-0.0662009023,0.0565625373
8733514442640,-0.0137910871,0.0185221639,0.0258071069,0.7333140746,-0.6728590522,-0.0774008087,0.0593319368
8733547730640,-0.0165536851,0.0154236760,0.0256812423,0.7372404546,-0.6677636154,-0.0776551996,0.0673642049
8733581026840,-0.0188262369,0.0114565985,0.0243106410,0.7366554972,-0.6681759626,-0.0782988406,0.0689119216
8733614315540,-0.0206404682,0.0090325149,0.0261722691,0.7361918039,-0.6697252344,-0.0739352176,0.0634296606
8733647598340,-0.0209186412,0.0080686016,0.0258430783,0.7347229128,-0.6716704373,-0.0721788034,0.0618973785
8733680894240,-0.0207444988,0.0078147454,0.0257848501,0.7341661256,-0.6728136359,-0.0701323133,0.0583384096
8733714178640,-0.0207015052,0.0074296105,0.0261420421,0.7346487566,-0.6730608871,-0.0660139986,0.0540592143
8733747466840,-0.0203225501,0.0073865289,0.0261767358,0.7347050542,-0.6736670399,-0.0618218712,0.0505891194
8733780763040,-0.0198922269,0.0076508545,0.0263052173,0.7358989851,-0.6730104264,-0.0570070373,0.0475378528
8733814054640,-0.0198318046,0.0078177489,0.0264880862,0.7368621222,-0.6723504059,-0.0539524741,0.0454782918
8733847342840,-0.0228019450,0.0079830503,0.0270858202,0.7364647479,-0.6730290734,-0.0517661243,0.0444050660
8733880624940,-0.0231931843,0.0086746579,0.0271364152,0.7364806105,-0.6732483115,-0.0497626559,0.0430894357
8733913913440,-0.0237470791,0.0092886202,0.0277025234,0.7394694923,-0.6702974113,-0.0465651914,0.0414479578
8733947203840,-0.0241538007,0.0097617656,0.0280314982,0.7412243963,-0.6684965385,-0.0448941432,0.0410278955
8733980492040,-0.0247265603,0.0106849335,0.0280905925,0.7416501593,-0.6678503112,-0.0458552499,0.0427586135
8734013781840,-0.0253061298,0.0113994442,0.0278952904,0.7403278647,-0.6692665545,-0.0462880488,0.0430621450
8734047072140,-0.0260240734,0.0120679419,0.0280330740,0.7412124572,-0.6683138338,-0.0456987489,0.0432705117
8734080395440,-0.0262196939,0.0128741665,0.0277970117,0.7406409885,-0.6687902127,-0.0468410806,0.0444577405
8734113649140,-0.0265451837,0.0130480882,0.0278190337,0.7405542370,-0.6688192160,-0.0472866832,0.0449916438
8734146940240,-0.0265552960,0.0130395675,0.0277447645,0.7401863106,-0.6692262680,-0.0472138137,0.0450697639
8734180229440,-0.0251413882,0.0140418503,0.0266871173,0.7397754613,-0.6696166237,-0.0477438334,0.0454573472
8734213521440,-0.0251689628,0.0140179060,0.0266170055,0.7393986683,-0.6700313182,-0.0477166294,0.0455056621
8734246808040,-0.0251829121,0.0138944238,0.0266526584,0.7396617316,-0.6697272463,-0.0477424548,0.0456792773
8734280096740,-0.0251755454,0.0137507347,0.0267012008,0.7400040043,-0.6693543860,-0.0477815009,0.0455599354
8734313393740,-0.0257840194,0.0136869075,0.0277344175,0.7396940752,-0.6697296704,-0.0477969320,0.0450588178
8734346675340,-0.0258104894,0.0137043716,0.0276712477,0.7391553894,-0.6703342593,-0.0477183819,0.0449916334
8734379965140,-0.0257646888,0.0139121627,0.0278993081,0.7398469284,-0.6694869846,-0.0481070754,0.0458193113
8734413260940,-0.0257445686,0.0137689430,0.0281428639,0.7408524039,-0.6683707132,-0.0481231838,0.0458526381
8734446545740,-0.0257244352,0.0135554140,0.0283506773,0.7419787243,-0.6671253081,-0.0477899958,0.0461249625
8734479833140,-0.0257486850,0.0134867169,0.0283722617,0.7419912311,-0.6670965099,-0.0477441405,0.0463870285
8734513129640,-0.0257771481,0.0134518463,0.0284042340,0.7420575532,-0.6669850867,-0.0478908004,0.0467755603
8734546413840,-0.0267548598,0.0136414478,0.0284460299,0.7429045027,-0.6660895575,-0.0479109000,0.0460667659
8734579702640,-0.0269029103,0.0135606192,0.0284152776,0.7425385543,-0.6665544953,-0.0478481155,0.0453007509
8734612991540,-0.0270478688,0.0135430805,0.0282634925,0.7414581894,-0.6678759562,-0.0474065065,0.0439782187
8734646280040,-0.0271660071,0.0135801164,0.0282626767,0.7414684305,-0.6678426870,-0.0473191403,0.0444028266
8734679570640,-0.0271940790,0.0134594701,0.0284349434,0.7424383730,-0.6667267653,-0.0473886652,0.0448887197
8734712858340,-0.0273959637,0.0135584408,0.0283821356,0.7419466699,-0.6672168128,-0.0480007735,0.0450864678
8734746147840,-0.0277143233,0.0138284639,0.0283320863,0.7417360851,-0.6672826149,-0.0491569321,0.0463150945
8734779437940,-0.0272764843,0.0146418447,0.0279981438,0.7427928575,-0.6661039170,-0.0488041534,0.0467172049
8734812727540,-0.0272825547,0.0146400407,0.0279031862,0.7423435151,-0.6666289300,-0.0488922763,0.0462765675
8734846015840,-0.0276968237,0.0145034734,0.0278734863,0.7422234304,-0.6669088501,-0.0481966205,0.0448781767
8734879306140,-0.0286035147,0.0148292137,0.0277030673,0.7422838631,-0.6665707668,-0.0496067616,0.0472995628
8734912596640,-0.0295255743,0.0149672106,0.0275971349,0.7425083176,-0.6661377181,-0.0507645364,0.0486302430
8734945909140,-0.0304573663,0.0150401946,0.0275277589,0.7424440171,-0.6659948039,-0.0520218857,0.0502147995
8734979177340,-0.0304992478,0.0148497047,0.0275412239,0.7430206100,-0.6653992142,-0.0516021519,0.0500147649
8735012462440,-0.0287737455,0.0155140376,0.0255304631,0.7438653743,-0.6645233727,-0.0506619587,0.0500635393
8735045779440,-0.0287612341,0.0153524652,0.0254884213,0.7438548569,-0.6645823508,-0.0503996185,0.0497003964
8735079041940,-0.0286642816,0.0153391510,0.0253878701,0.7435299680,-0.6649984651,-0.0501095797,0.0492875050
8735112331340,-0.0281970873,0.0148490248,0.0254446734,0.7443362718,-0.6643663330,-0.0484481990,0.0472616345
8735145627340,-0.0279399157,0.0144872162,0.0253772456,0.7442565495,-0.6646308244,-0.0473328005,0.0459092777
8735178910840,-0.0277837291,0.0144590465,0.0252073538,0.7435599232,-0.6654712260,-0.0469629781,0.0454000736
8735212199040,-0.0270367432,0.0142359762,0.0252833162,0.7440621685,-0.6650474518,-0.0459877503,0.0443678153
8735245496040,-0.0256917384,0.0139176417,0.0261756107,0.7442677505,-0.6652133365,-0.0434581370,0.0408426592
8735278780240,-0.0231541600,0.0133173615,0.0265570749,0.7438544604,-0.6662653065,-0.0392927153,0.0350309237
8735312067340,-0.0186845958,0.0126344077,0.0266963225,0.7447445164,-0.6658457313,-0.0342558128,0.0288375924
8735345357940,-0.0125918016,0.0114674512,0.0270129796,0.7453044555,-0.6657277258,-0.0281198021,0.0231762879
8735378646240,-0.0075726327,0.0102192694,0.0269774869,0.7447736819,-0.6667014920,-0.0247134137,0.0145096685
8735411936540,-0.0056631407,0.0098459991,0.0270737577,0.7445577497,-0.6670048401,-0.0237058609,0.0132790339
8735445224440,-0.0048494027,0.0094682341,0.0271645654,0.7443914377,-0.6672065225,-0.0242934580,0.0112548526
8735478514640,-0.0027328725,0.0085128723,0.0274050813,0.7454534036,-0.6663296696,-0.0171596461,0.0030888477
8735511804840,-0.0007725907,0.0076095727,0.0274984073,0.7458206270,-0.6660489907,-0.0111733505,-0.0023432006
8735545094740,-0.0007271619,0.0076164347,0.0272263233,0.7440234167,-0.6680181989,-0.0133494265,0.0016229675
8735578382040,-0.0020727729,0.0082324408,0.0272060558,0.7434758412,-0.6684884310,-0.0182035823,0.0059599256
8735611672240,-0.0036103728,0.0088641439,0.0272475164,0.7435818944,-0.6682838232,-0.0205643346,0.0077334391
8735644962740,-0.0053753308,0.0095966682,0.0272070356,0.7438139796,-0.6679648649,-0.0221643891,0.0085113364
8735678254340,-0.0073870812,0.0102957757,0.0271743648,0.7438199007,-0.6678038314,-0.0254394433,0.0110829995
8735711541140,-0.0073513496,0.0108229518,0.0265436973,0.7423539857,-0.6692937702,-0.0276640732,0.0138241874
8735744829340,-0.0078467578,0.0108327763,0.0265598763,0.7420570009,-0.6695928352,-0.0280796615,0.0144352014
8735778125040,-0.0080575598,0.0107133817,0.0266095996,0.7421557537,-0.6694886354,-0.0278695398,0.0145977067
8735811409640,-0.0080544688,0.0106202513,0.0265523177,0.7419030267,-0.6697889802,-0.0275837913,0.0142040673
8735844697340,-0.0081111901,0.0105191860,0.0264959764,0.7415939904,-0.6701575877,-0.0271575441,0.0137705807
8735877994040,-0.0081484551,0.0104629090,0.0264837518,0.7415624537,-0.6702062198,-0.0269225880,0.0135618759
8735911289740,-0.0081218202,0.0104318662,0.0264239851,0.7412555309,-0.6705606066,-0.0265794400,0.0134997826
8735944565540,-0.0065947985,0.0109437453,0.0263383072,0.7408789647,-0.6709866807,-0.0265421576,0.0130670502
8735977862140,-0.0065868744,0.0108917421,0.0263367966,0.7408148575,-0.6710610977,-0.0263888086,0.0131901779
8736011144840,-0.0066034989,0.0107924500,0.0263856165,0.7410202110,-0.6708309783,-0.0264721550,0.0131935748
8736044433540,-0.0066228244,0.0106796045,0.0264005642,0.7409935108,-0.6708608426,-0.0264425316,0.0132340231
8736077723640,-0.0066449484,0.0105794845,0.0263797548,0.7408740858,-0.6709918742,-0.0264693881,0.0132236625
8736111031140,-0.0066630500,0.0104558691,0.0264025256,0.7409735612,-0.6708827934,-0.0264191840,0.0132847963
8736144302340,-0.0066615129,0.0103691854,0.0263988301,0.7409078426,-0.6709543419,-0.0264808310,0.0132138356
8736177591440,-0.0066246907,0.0103103705,0.0263217147,0.7409647427,-0.6708954323,-0.0264049852,0.0131660825
8736210880640,-0.0066355946,0.0102204699,0.0263439231,0.7409841350,-0.6708723841,-0.0264835746,0.0130910751
8736244171140,-0.0066188234,0.0101700742,0.0263399947,0.7409450577,-0.6709168703,-0.0264254591,0.0131403835
8736277458940,-0.0066531892,0.0101020737,0.0263034180,0.7410012793,-0.6708549002,-0.0264640179,0.0130561371
8736310748040,-0.0066649769,0.0100409985,0.0262422841,0.7409758780,-0.6708841572,-0.0264052847,0.0131132261
8736344038740,-0.0067009297,0.0099660857,0.0262175743,0.7409913072,-0.6708658510,-0.0264687577,0.0130498084
8736377383740,-0.0067286883,0.0099283317,0.0261730868,0.7409673179,-0.6708934168,-0.0264094913,0.0131147184
8736410618040,-0.0067910943,0.0098747062,0.0261428095,0.7410034922,-0.6708508539,-0.0264818121,0.0131022917
8736443907140,-0.0068309605,0.0098184235,0.0261092279,0.7410009632,-0.6708538109,-0.0264482929,0.0131614917
8736477197940,-0.0068980991,0.0097812889,0.0260767546,0.7409947403,-0.6708602805,-0.0264770049,0.0131242953
8736510492340,-0.0069117602,0.0097048497,0.0260391757,0.7410375798,-0.6708139530,-0.0264270501,0.0131740966
8736543775340,-0.0069021196,0.0096461512,0.0260053482,0.7410309835,-0.6708206465,-0.0264469699,0.0131643273
8736577063540,-0.0068620862,0.0096360985,0.0259540174,0.7410200562,-0.6708330266,-0.0264184614,0.0132057438
8736610361540,-0.0068774344,0.0095979068,0.0259349309,0.7410279357,-0.6708241561,-0.0264348494,0.0131813825
8736643642240,-0.0068894955,0.0095738182,0.0259309914,0.7409232046,-0.6709406183,-0.0264500148,0.0131106224
8736676931640,-0.0068984013,0.0095530618,0.0259173624,0.7409303879,-0.6709322419,-0.0264672435,0.0130985530
8736710228940,-0.0068974961,0.0095406873,0.0258738082,0.7409166255,-0.6709470352,-0.0264708850,0.0131119137
8736743511140,-0.0068453434,0.0094738640,0.0258588661,0.7409384751,-0.6709232244,-0.0264459193,0.0131459672
8736776799440,-0.0068469630,0.0094072949,0.0258545596,0.7409401529,-0.6709225172,-0.0264235474,0.0131324753
8736810090140,-0.0068486081,0.0093691209,0.0258470904,0.7409298084,-0.6709346467,-0.0264058902,0.0131319373
8736843379740,-0.0068246657,0.0093526058,0.0258253310,0.7409466585,-0.6709160933,-0.0264067371,0.0131274220
8736876683340,-0.0058905547,0.0104570705,0.0246061683,0.7409856236,-0.6708700581,-0.0265026518,0.0130874085
8736909958540,-0.0059298151,0.0103842830,0.0246144962,0.7409804409,-0.6708759616,-0.0264967864,0.0130901000
8736943246840,-0.0059774797,0.0102920849,0.0246206447,0.7409641278,-0.6708939847,-0.0264968110,0.0130897557
8736976537840,-0.0060184584,0.0101960618,0.0246296972,0.7409786740,-0.6708781322,-0.0264872185,0.0130982326
8737009825240,-0.0060548950,0.0101044476,0.0246523786,0.7409777203,-0.6708795571,-0.0264728410,0.0131082668
8737043114840,-0.0061142868,0.0099926982,0.0246796962,0.7409846167,-0.6708739382,-0.0264481305,0.0130557716
8737076405340,-0.0061732531,0.0098858997,0.0246905647,0.7409823849,-0.6708764773,-0.0264433463,0.0130616626
8737109694540,-0.0062344787,0.0097537804,0.0246878844,0.7410010928,-0.6708529859,-0.0264753984,0.0131417274
8737142984740,-0.0062920167,0.0096361870,0.0246696603,0.7409924237,-0.6708604068,-0.0265149846,0.0131718702
8737176273340,-0.0062907692,0.0095567629,0.0246451367,0.7409934356,-0.6708605248,-0.0264904423,0.0131583064
8737209563640,-0.0062386123,0.0094643794,0.0246028788,0.7410523691,-0.6707964954,-0.0264588215,0.0131673418
